epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,28103.7,0.39174,0.87208,0.83407,1,1,0.995,0.995,0.09319,0.3293,0.77065,0.00199683,0.00066561,0.00199683,0.00066561,0.00199683,0.00066561,0.00199683,0.00066561
